SMILES,AZ_LogD7.4,LogP,LogP_chembl,SLogD,SLogP
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,,3.56,,0.931545,3.37412
CCC(C)c1ccc(O)c([N+](=O)[O-])c1,,3.84,,3.10991,3.51087
CCC(C)c1ccc(O)cc1,,3.08,,3.1528,3.15352
CCC(C)c1ccc(OC(=O)N(C)C)cc1,,3.62,,3.40899,3.40899
CCC(C)c1ccc(OCC(=O)O)cc1,,3.12,,-0.254047,2.92975
CCC(C)c1cccc(C(C)C)c1O,,3.85,,4.4207,4.42078
CCC(C)c1cccc(C(C)CC)c1O,,4.36,,4.82775,4.82783
CCC(C)c1ccccc1,,4.57,0,3.90216,3.90216
CCC(C)c1ccccc1O,,3.27,,3.08957,3.08984
CCC(C)c1ccccc1OC(=O)N(C)C,,3.31,,3.12281,3.12281
CCC(C)c1ccccc1OC(=O)NC,,2.78,,2.75399,2.75405
CCC(C)c1ccccc1OCC(=O)O,,3.32,,-0.599102,2.73987
CCC(C)c1cnc(CC(C)C)c(=O)n1O,,1.81,,0.413162,2.1596
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,5.66,6.5,4.8926,4.89324
CCC(C)n1nnc2ccccc21,,2.31,,2.42325,2.42325
CCC(C1=C(C)C(=O)C(C)=C(C)C1=O)c1cccnc1,,,3.35,2.83136,2.83156
CCC(CC)(C(=O)NC(N)=O)C(=O)OC(C)C,,1.99,,1.44302,1.44321
CCC(CC)(C(=O)NC(N)=O)C(=O)OCC(=O)OC,,0.99,,0.586266,0.586474
CCC(CC)(C(=O)NC(N)=O)C(=O)OCOC,,1,,0.663057,0.663264
CCC(CC)(C(=O)NC(N)=O)C(=O)OCc1ccccc1,,2.74,,2.14467,2.14485
CCC(CC)(C(=O)NC(N)=S)C(=O)OC,,1.82,,1.23404,1.23485
CCC(CC)(C(=O)OC)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,,2.24,,2.3396,2.3396
CCC(CC)(C(N)=O)c1ccc2c(c1)OCO2,,1.59,,1.50726,1.50726
CCC(CC)(NC(C)=O)c1ccc(CN2CCN(c3ccccc3)CC2)cc1,,,3.35,3.72102,3.79792
CCC(CC)(OC)/C(O)=N/C(=N)O,,0.96,,-0.558293,0.518085
CCC(CC)/C(O)=N/S(=O)(=O)c1cc([N+](=O)[O-])cc(C(F)(F)F)c1,,3.57,,2.62871,3.56415
CCC(CC)/C(O)=N/S(=O)(=O)c1ccc(C(F)(F)F)cc1N,,3.04,,3.49484,3.60736
CCC(CC)/C(O)=N/S(=O)(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],,3.57,,3.06182,3.76816
CCC(CC)/C(O)=N/S(=O)(=O)c1ccc(C)cc1[N+](=O)[O-],,2.67,,2.37894,2.92317
CCC(CC)/C(O)=N/S(=O)(=O)c1ccc(OC)cc1N,,2.03,,2.40054,2.448
CCC(CC)/C(O)=N/S(=O)(=O)c1ccccc1N,,1.64,,2.14682,2.20393
CCC(CC)/C(O)=N/S(=O)(=O)c1ccccc1[N+](=O)[O-],,2.17,,2.05478,2.59508
CCC(CC)/C(O)=N/c1cc(C(F)(F)F)ccc1S(N)(=O)=O,,3.06,,1.75647,2.16622
CCC(CC)/C(O)=N\C(CO)C(O)c1ccc([N+](=O)[O-])cc1,,1.71,,1.54057,1.54059
CCC(CC)/C(O)=N\c1cc(OC)ccc1S(N)(=O)=O,,2.01,,0.946752,1.03811
CCC(CC)C(=O)NC(N)=O,,0.91,,0.609079,0.60911
CCC(CC)C(=O)Nc1cc(C)ccc1S(N)(=O)=O,,2.13,,2.11215,2.11391
CCC(CC)C(=O)Nc1ccccc1S(N)(=O)=O,,1.62,,1.77333,1.77513
CCC(CC)C(=O)O,,1.68,,-0.72746,1.66715
CCC(CC)C(N)=O,,,0.53,0.642096,0.642096
CCC(CC)C(O)Cn1c([N+](=O)[O-])cnc1C,,,-0.08,1.49633,1.49633
CCC(CC)C1=Nc2ccccc2S(=O)(=O)N1,,1.88,,1.86076,1.86347
CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C,2.7,,6.29,3.95997,5.85803
CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)O)cc1OC)cn2C,,,5.42,2.17355,5.21799
CCC(CC)COC(=N)O,,1.98,,1.38424,1.38428
CCC(CC)COC(=O)N(C)C,,2.87,,2.76299,2.76299
CCC(CC)COC(=O)N(CC)CC,,3.6,,3.51061,3.51061
CCC(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.68,,,2.99856,3.84347
CCC(CC)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,1.35,,,3.48836,4.55854
CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c1ccc(C)cc1,0.92,,,3.03919,3.81347
CCC(CC)NC(=O)c1cn(-c2ccccc2)nc1NS(=O)(=O)c1ccc(C)cc1,2.51,,,4.0148,4.50407
CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)C1CCCC1,0.69,,,3.26329,3.71099
CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(-c2cnco2)cc1,0.8,,,2.69529,4.04757
CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,0.79,,,3.20821,4.28706
CCC(CC)NC(=O)c1cnn(-c2ccccc2Cl)c1NS(=O)(=O)c1ccc(C)cc1,0.65,,,3.58105,4.92137
CCC(CC)NC(=O)c1cnn(-c2ccccn2)c1NS(=O)(=O)c1ccc(C)cc1,0.27,,,2.24792,3.55484
CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c1ccc(C)cc1,0.36,,,2.20254,3.17989
CCC(CC)NC(=O)c1cnn(Cc2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,1.52,,,3.48948,4.21726
CCC(CC)NC(=O)c1nnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,0.46,,,2.56825,4.17684
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],,5.2,,4.31048,4.31048
CCC(CC)OC(=O)CNC(=O)C(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])NC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)OC(CC)CC,,,5.89,4.41871,4.41881
CCC(CC)c1ccc(F)c(/N=C(\O)N(C)/C(O)=N/C)c1,,4.46,,2.54061,2.58052
CCC(CC)n1nc(C)c(C(=O)N[C@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,1.88,,,4.35698,4.96882
CCC(CCCCCN1CCc2cc(OC)c(OC)cc2C1)(Sc1ccc(C)cc1)c1ccc(OC)c(OC)c1,,,8.34,8.01585,8.56585
CCC(CCNC)Oc1cc(Cl)ccc1C#N,0.38,,,1.24385,3.30753
CCC(CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C)CC(F)(F)F,,,6.45,3.72449,5.52655
CCC(CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)O)cc1OC)cn2C)CC(F)(F)F,,,5.53,1.74504,4.79096
CCC(CNC)c1ccccc1,,2.82,,0.0763855,2.60028
CCC(CO)(CO)CO,,-1.48,,-0.761282,-0.761282
CCC(CO)NCCNC(CC)CO,-1.42,,,-1.94055,-0.125763
CCC(CO)Nc1ncc(-c2ccncc2)cc1C#N,,1.04,,1.98907,1.99053
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,3.77,,,3.13771,3.63488
CCC(CO[N+](=O)[O-])O[N+](=O)[O-],,2.36,,2.28669,2.28669
CCC(Cl)(CC)/C(O)=N/C(=N)O,,1.4,,-0.484521,1.11304
CCC(N)/C(O)=N/c1c(C)cccc1C,,0.84,,0.747254,0.934406
CCC(N)=O,,-0.66,,-0.762483,-0.762483
CCC(N)C(=O)O,,-2.54,2.44,-2.60184,-2.59936
CCC(N)Cc1ccccc1,,2.28,,-0.12668,2.19828
CCC(NC(=O)c1ccc(C)cc1)c1nc2ccsc2c(=O)n1Cc1ccccc1,4.14,,,3.65545,3.65555
CCC(NC(C)=O)c1ccc(CN2CCN(c3ccccc3)CC2)cc1,,,2.59,2.89353,2.9877
CCC(O)(C(=N)O)c1ccccc1,,1.2,,0.728305,0.728312
CCC(O)(C(=O)O)c1ccc(CC(C)C)cc1,,3.37,,-0.117954,2.98654
CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,,4.27,,1.65285,3.749
CCC(O)CC,,1.21,,1.10803,1.10803
CCC(O)CCC(F)(F)F,,1.7,,1.52054,1.52054
CCC(O)c1c(O)c(=O)cc(C)n1C,,,-0.134,-0.182994,-0.178884
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,,4.27,,2.53904,4.53177
CCC(Oc1c(C)cccc1C)C1=NCCN1,,,4.88,2.00657,2.91862
CCC(Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)CC)cc1C)C(=O)O,0.31,,,0.478462,3.93916
CCC(Oc1ccc(Cl)cc1C)C(=O)O,,3.47,,-0.0963942,3.0648
CCC(Oc1cccc(N)c1C)C1=NCCN1,,,3.19,0.356519,1.6584
CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,2.65,,-1.12575,2.004
CCC(Sc1nc2ccccc2o1)C(=O)Nc1nccs1,,,5.78,2.63182,2.63488
CCC(c1ccccc1)C1C(=O)Oc2ccccc2C1=O,,3.62,,1.48471,3.81398
CCC(c1ccccc1)c1c(O)oc2ccccc2c1=O,,,3.62,3.34093,3.9387
CCC(c1ccccn1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,0.8,,,2.0787,2.55621
CCC(c1cccnc1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,0.7,,,2.05323,2.65094
CCC(c1ccncc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,0.6,,,1.45675,1.508
CCC(c1nc2ccn(C)c2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,1.8,,,0.979325,2.83931
CCC(c1nc2ccoc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,1.37,,,1.08077,2.89204
CCC(c1nc2ccsc2c(=O)n1Cc1ccc(C)cc1)N(CCCN)C(=O)c1ccc(C)cc1,1.69,,,1.73954,3.64774
CCC(c1nc2ccsc2c(=O)n1Cc1ccc(Cl)cc1)N(CCCN)C(=O)c1ccc(C)cc1,2.32,,,2.02789,4.00743
CCC(c1nc2ccsc2c(=O)n1Cc1ccc(OC)cc1)N(CCCN)C(=O)c1ccc(C)cc1,2.15,,,1.49376,3.40794
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CC1CCNCC1)C(=O)c1ccc(C)cc1,1.33,,,2.22729,4.19525
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C(C)C)cc1,2.72,,,2.146,4.01769
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,1.81,,,1.44858,3.25125
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)nc1,2.56,,,0.613199,2.42104
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(OC)cc1,1.39,,,1.25719,2.98106
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccccc1,1.38,,,1.17427,2.9298
CCC(c1nc2ccsc2c(=O)n1Cc1cccnc1)N(CCCN)C(=O)c1ccc(C)cc1,0.01,,,0.313016,2.1538
CCC(c1nc2ccsc2c(=O)n1Cc1cscn1)N(CCCN)C(=O)c1ccc(C)cc1,0.02,,,1.04657,2.48781
CCC(c1nc2ncccc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,-0.04,,,0.587353,2.56367
CCC(c1nc2nccnc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,-0.14,,,0.284505,2.29911
CCC(c1nc2sccc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,2.06,,,1.52823,3.34844
CCC(c1nc2snc(C)c2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,1.61,,,1.29392,3.21911
CCC/C(O)=N/C(=O)/N=C(\O)CCC,,1.4,,-0.37348,0.505736
CCC/C(O)=N/C(=O)C1CCC1,,0.41,,1.48211,1.57973
CCC/C(O)=N/c1ccc(C)cc1O,,2.26,,1.73197,1.74347
CCC/N=C(/O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,2.59,,2.7924,2.79241
CCC/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1,,2.63,,-0.528383,2.41059
CCC/N=C(\O)CC/C(O)=N/CC1C(=O)C(=O)C=C(C)N1C,,-0.7,,0.867376,0.867427
CCC/N=C(\O)CN1C=CCC(=O)C1=O,,-0.24,,0.467235,0.468149
CCC/N=C(\O)CNC(=O)[CH-][N+]#N,,-0.24,,0.216302,0.218786
CCC/N=C(\O)COC(=O)Cc1ccc2cc(OC)ccc2c1,,3.1,,2.7406,2.74061
CCC/N=C(\O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,,2.4,,1.03975,2.06914
CCC/N=C(\O)N1C(=O)N(C)CC1O,,0.99,,0.844199,0.844208
CCC/N=C(\O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,,4.2,,3.26664,3.26749
CCC/N=C(\O)c1cc2ccccc2[nH]1,,2.8,,2.30901,2.3091
CCC/N=C(\O)c1cc2ccccc2o1,,2.65,,2.60847,2.60876
CCC/N=C(\O)c1cccc2[nH]c(=N)[nH]c(=N)c12,,0.83,,-0.391074,1.72266
CCC/N=C(\O)c1ccoc1,,1.2,,1.26235,1.26235
CCC/N=C(\O)c1ccsc1,,1.65,,1.83275,1.83275
CCC/N=c1/nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)[nH]1,,4.09,,4.0633,4.06366
CCC/N=c1/nc(C(Cl)(Cl)Cl)nc(C)[nH]1,,3.29,,3.09029,3.09043
CCC/N=c1/nc(CCC)nc(N2CCOCC2)[nH]1,,2.7,,2.37538,2.47737
CCC1(C(=O)NC(C)c2ccc(Cl)cc2)C(C)C1(Cl)Cl,,4.23,,4.83858,4.83858
CCC1(C(C)(C)C)C(=O)NC(=O)NC1=O,,1.38,,1.45366,1.55854
CCC1(C(C)C)C(=O)NC(=O)NC1=O,,0.97,,1.0278,1.09023
CCC1(C(C)CC(C)O)C(O)=NC(=O)N=C1O,,0.35,,-1.2153,0.403672
CCC1(C(C)c2ccccc2)C(=O)NC(=O)N(C)C1=O,,3.14,,2.4003,2.47433
CCC1(C)C(=O)NC(=O)NC1=O,,0.08,,0.148368,0.180443
CCC1(C)C2CN(CC3CCCCC3)CC1CN(CC1CCCCC1)C2,,,6.65,5.32662,6.6653
CCC1(C)CC(=O)NC1=O,0.23,0.38,,0.276705,0.27869
CCC1(C)CCC(O)=NC1=O,,0.23,,0.239577,0.937012
CCC1(C2=CC3CCC(C2)C3)C(O)=NC(=O)N=C1O,,2.53,,-0.231185,1.72607
CCC1(C2=CCCCC2)C(=O)N(C)C(=O)N=C1O,,2.25,,-0.609117,1.79799
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,,1.77,,1.70802,1.88169
CCC1(C2=CCCCCC2)C(=O)N(C)C(=O)N=C1O,,2.82,,-0.339044,2.07207
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,,2.03,,2.05687,2.23033
CCC1(CC(=O)O)CC[C@H](Cc2ccccc2)c2c1[nH]c1c(C)cccc21,,,6.9,3.12403,5.46906
CCC1(CC(=O)O)CC[C@H](Cc2ccccc2)c2c1[nH]c1ccccc21,,,6.2,2.77037,5.08022
CCC1(CC(=O)O)OC[C@H](Cc2ccccc2)c2c1[nH]c1c(C)cccc21,,,5,1.88924,4.5429
CCC1(CC(C)C(C)C)C(=O)NC(=O)NC1=O,,2.02,,2.16434,2.26538
CCC1(CC)C(=O)N=C(OC(C)C)N=C1O,,1.44,,0.0982644,1.49973
CCC1(CC)C(=O)NC(=O)N(C(C)C)C1=O,,2.36,,1.71367,1.73928
CCC1(CC)C(=O)NC(=O)N(C)C1=O,,1.15,,0.950518,0.972725
CCC1(CC)C(=O)NC(=O)N=C1OC(C)C,,1.86,,1.38537,1.63358
CCC1(CC)C(=O)NC(=O)NC1=O,,0.65,,0.630801,0.670022
CCC1(CC)C(=O)NC(=S)NC1=O,,1.5,,1.18535,1.43985
CCC1(CC)C(=O)NCC(C)C1=O,,0.78,,0.646631,0.646631
CCC1(CC)OC(=O)c2ccccc21,,2.69,,3.04028,3.04028
CCC1(CC)OCC(c2ccc(NC(=O)N(C)C)cc2C)CO1,,2.76,,3.03879,3.03887
CCC1(CC)O[C@H]2CO[C@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]3[C@@H]2O1,,,1.55,0.35241,0.364959
CCC1(CC)SCC(=O)NC1=O,,1.52,,0.955103,0.955817
CCC1(CC2COc3ccccc3O2)C(O)=NC(=O)N=C1O,,1.85,,-0.431083,0.829916
CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,,1.73,,1.58188,1.66184
CCC1(CCC(C)C)C(=O)NC(=O)N(C)C1=O,,2.45,,2.36394,2.40419
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,,2.07,,1.97795,2.05031
CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,,2.98,,2.41099,2.66574
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,,1.74,,2.04114,2.04116
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(=O)CN(C)C)C5(CC)C=CCN6CCC43C65)C2)C1,,4.02,,3.68886,4.30529
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,,3.7,,3.37329,3.95085
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,0.6,,,0.683605,0.685443
CCC1(c2cccc(O)c2)CCCCN(C)C1,0.8,,,1.49912,3.01686
CCC1(c2ccccc2)C(=O)N(C(C)C)C(=O)N=C1O,,2.58,,-0.253405,2.02439
CCC1(c2ccccc2)C(=O)N=C(OC(C)C)NC1=O,,1.79,,1.72663,1.82792
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,,1.84,,1.84611,1.92656
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.05,1.47,1.43,1.41094,1.62791
CCC1(c2ccccc2)C(=O)NCNC1=O,,0.91,,0.488321,0.488321
CCC1(c2ccccc2)C(O)=NC(=O)N1S(=O)(=O)c1ccccc1,,2.44,,-0.495097,1.86097
CCC1(c2ccccc2)C(O)=NC(=O)N=C1OC(C)C,,2.22,,-0.313269,2.06061
CCC1(c2ccccc2)CCC(=O)NC1=O,,1.9,,1.63869,1.63986
CCC1(c2ccccc2)N=C(O)N=C1O,,1.53,,1.07387,1.18727
CCC1(c2ccccc2)NC(=O)N(C)C1=O,1.59,1.69,,1.42288,1.42293
CCC1(c2ccccc2)OC(=O)N(C)C1=O,,,2.65,1.90665,1.90665
CCC1(c2ccncc2)CCC(=O)NC1=O,,0.58,0.58,0.76191,0.763502
CCC12CC3CC(CC(N)(C3)C1)C2,,3.4,3.4,0.828638,3.39225
CCC12CC3CC(N)(C1)CC(CC)(C3)C2,,4.36,4.36,2.2669,4.53554
CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,,3.82,,3.08154,3.55769
CCC1=C(C)C(=O)N=C1C=C1N=C(Cc2[nH]c3c(c2C)C(=O)CC3=C2N=C(C(C)=O)C(C)C2CCC(=O)OC)C(CC)=C1C,,0.27,,4.14319,4.14332
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,1.73,,,1.93481,3.02832
CCC1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,,1.35,1.35,1.42683,1.42683
CCC1=CC(c2ccccc2)N=NC1=NCCN1CCOCC1,,2.53,,3.15963,3.28763
CCC1=NC=CC(=O)C1O,,0.05,,0.0457264,0.0457337
CCC1=Nc2cc(Cl)ccc2S(=O)(=O)N1,,1.61,,1.5117,1.57865
CCC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,,1.62,,1.54164,1.56069
CCC1C(=O)C(=O)C=CN1C,,-0.2,,0.497389,0.49741
CCC1C(=O)C(=O)C=CN1C(C)C,,0.73,,1.26944,1.27037
CCC1C(=O)C(=O)C=CN1CC,,0.25,,0.900749,0.900868
CCC1C(=O)C(=O)C=CN1CCCCO,,-0.28,,0.833986,0.834128
CCC1C(=O)C(=O)C=CN1CCCO,,-0.44,,0.390564,0.390643
CCC1C(=O)C(=O)C=CN1CCO,,-0.66,,-0.00342265,-0.0033944
CCC1C(=O)C(=O)C=CN1CCOC,,0.04,,0.71369,0.713708
CCC1C(=O)N(C)C(=O)N=C1O,,0.15,,-1.82551,0.0161459
CCC1C(=O)NC(=O)NC1=O,,-0.35,,-1.06049,-0.308617
CCC1C(=O)OCC1Cc1cncn1C,,0.12,,0.775831,0.841408
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,,1.81,,1.61046,1.78231
CCC1CC(/C(O)=N/C(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,,-0.4,,0.504325,0.742999
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1C(=O)CF,,4.66,,3.90987,3.90987
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1C(=O)CO,,4.01,,3.6231,3.6231
CCC1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,,3.71,,3.50798,3.50803
CCC1CCC(NC(=O)N(CCCl)N=O)CC1,,,3.84,3.51019,3.51032
CCC1CCC(NC(=O)N(CCF)N=O)CC1,,,3.26,2.96977,2.96988
CCC1CCCCC1,,4.56,,4.52603,4.52603
CCC1CCCCN1C(=O)COC(=O)c1ccccc1,,2.62,,2.60123,2.60123
CCC1COC(Cn2cncn2)(c2ccc(-c3ccccc3)cc2)O1,,3.71,,3.36773,3.36776
CCC1COC(Cn2cncn2)(c2ccc(-n3cncn3)cc2Cl)O1,,1.28,,1.71402,1.71405
CCC1COC(Cn2cncn2)(c2ccc(/N=C(\O)c3ccc([N+](=O)[O-])cc3)cc2)O1,,2.17,,1.85166,2.49277
CCC1COC(Cn2cncn2)(c2ccc(C(=N)N)cc2)O1,,0.85,,-0.0847314,1.25026
CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,,3.1,,3.01314,3.01316
CCC1COC(Cn2cncn2)(c2ccc(N/C(O)=N/C)cc2)O1,,0.62,,1.41836,1.4184
CCC1COC(Cn2cncn2)(c2ccc(NC(=O)C(F)(F)F)cc2)O1,,1.08,,2.10418,2.10526
CCC1COC(Cn2cncn2)(c2ccc([N+](=O)[O-])cc2)O1,,1.52,,1.39281,1.39283
CCC1COC(c2ccc(OCCCCCCCc3cc(C)no3)cc2)=N1,,,6.02,3.24094,4.97785
CCC1C[C@]2(C)[C@H](O)CC[C@@H]2[C@@H]2CCc3cc(O)ccc3C12,,,3.9,4.62039,4.62091
CCC1N=NC(=O)NC1=O,,0.22,,-0.0520345,0.529386
CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,,0.3,,0.59176,0.601304
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,,1.44,,0.897028,1.77419
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,,3.06,,1.06764,2.30481
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1C,,3.12,,1.72912,2.97174
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(OC(C)=O)C1(C)O,,2.85,,1.26769,2.4806
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(OC(C)=O)C1C,,3.32,,1.93182,3.15007
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(N)C(C)C(O)C1(C)O,,3,,-0.0851146,2.92238
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(N)C(C)C2OC(=O)OC12C,,2.92,,0.121823,2.74492
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,,4.02,,1.63283,3.38685
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,,3.16,,1.58431,2.8067
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC(C)=O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1C,,3.23,,2.11259,3.34276
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC=O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,,2.64,,1.25356,2.48244
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC=O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1C,,3.05,,1.90761,3.14198
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1CO,,0.99,,0.277586,1.09759
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CC(C)CC(C)C2)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,,3.8,,2.13758,4.02142
